s,d,t
772,328,73.5822737
538,412,73.58529929
424,388,73.58642509
61,157,73.58663618
185,254,73.58726944
538,662,73.58853597
446,222,73.58881742
446,222,73.5903654
351,126,73.59142083
61,183,73.5937428
361,253,73.59388352
637,395,73.59585368
61,324,73.59859782
777,265,73.5993718
19,491,73.59986434
279,240,73.60331211
274,324,73.60478972
446,543,73.60668951
747,484,73.6080264
747,50,73.61189634
49,240,73.61267033
503,767,73.61274069
157,559,73.61555519
688,445,73.62069166
249,325,73.62259145
712,388,73.62371725
91,154,73.62772791
619,240,73.63047205
424,388,73.63110531
538,559,73.63124604
49,240,73.633568
637,133,73.63370873
772,685,73.63384945
61,324,73.63631214
193,493,73.63961918
279,240,73.64039317
90,867,73.64299659
49,240,73.6456
62,395,73.65326952
269,240,73.65509895
274,324,73.65559148
712,388,73.65699873
688,388,73.65812454
688,388,73.65917997
503,226,73.65967251
62,388,73.66424608
712,388,73.66480898
49,240,73.66586442
510,91,73.66691985
637,518,73.66846783
424,388,73.66881964
712,240,73.67036762
637,245,73.67156378
93,120,73.67297103
712,388,73.67444865
62,388,73.67458937
715,61,73.67592626
712,388,73.67712242
424,388,73.6797962
688,86,73.68071092
62,120,73.68106273
93,222,73.68134418
688,388,73.68310324
825,254,73.68310324
712,388,73.68345505
93,120,73.6837365
712,388,73.68422904
93,92,73.68943587
62,120,73.68943587
93,120,73.6907024
688,445,73.69175784
269,240,73.6940798
93,395,73.69513524
688,829,73.6980201
274,120,73.69809047
712,240,73.69872373
93,197,73.70083461
616,594,73.7066747
342,701,73.70674506
93,120,73.70857449
759,636,73.71054464
313,326,73.71160008
93,759,73.71167044
688,843,73.71441458
313,598,73.7145553
20,56,73.71476639
269,96,73.716244
313,701,73.71680691
93,152,73.71744017
313,53,73.71905851
342,493,73.71919923
39,242,73.72004358
93,107,73.72011395
313,53,73.7203954
93,290,73.72299881
313,294,73.72419497
688,635,73.72616512
8,395,73.72722056
279,240,73.72989434
93,395,73.73024615
8,197,73.73073869
20,290,73.73123123
8,197,73.7316534
93,133,73.73263848
720,31,73.73348283
239,155,73.73404573
239,183,73.73700096
313,245,73.73700096
688,388,73.73721205
8,395,73.73735277
20,290,73.73756386
93,290,73.73819712
744,155,73.73854893
313,105,73.73967474
93,395,73.74002655
239,155,73.7419967
93,412,73.74361504
313,596,73.74431866
239,5,73.74452975
93,484,73.74558519
712,686,73.74558519
688,290,73.74572591
274,183,73.74607773
93,197,73.7476257
8,395,73.74868114
495,120,73.74987731
93,290,73.75001803
712,388,73.75191782
294,352,73.7540287
294,352,73.75438051
641,352,73.75536558
92,91,73.75613957
8,197,73.7562803
274,596,73.75775791
827,257,73.75782827
641,352,73.75825045
827,257,73.75930589
313,732,73.75972806
61,324,73.75986879
877,360,73.76099459
93,120,73.7619093
688,388,73.7624722
90,388,73.76366837
93,395,73.76423127
499,495,73.76444235
39,830,73.76704577
712,388,73.76774939
274,120,73.76789012
764,242,73.76817157
712,388,73.76824193
8,395,73.770001
226,242,73.77091571
93,395,73.77218223
93,120,73.77471529
688,388,73.78090719
510,91,73.78147009
827,395,73.78168118
712,388,73.78287734
93,395,73.78365133
618,388,73.78456604
712,388,73.78519931
315,596,73.78632511
92,91,73.78801381
103,443,73.78913961
688,388,73.79012469
871,91,73.79153194
315,183,73.79167266
712,388,73.79483898
827,395,73.79512043
274,270,73.79568333
8,759,73.79694985
877,325,73.79694985
688,388,73.80011617
877,394,73.80222705
93,270,73.80342321
8,244,73.80468973
274,183,73.80483046
83,53,73.80877076
424,388,73.80961511
464,265,73.80975584
190,389,73.81060019
877,183,73.81102236
93,395,73.81158526
318,839,73.81200744
83,701,73.81214817
313,596,73.81313324
464,287,73.81482194
688,388,73.81538484
712,395,73.81714391
424,388,73.81918442
719,265,73.8196066
827,328,73.81988805
291,496,73.82023986
712,388,73.82038058
274,123,73.82108421
688,388,73.82157675
291,242,73.82249146
424,388,73.82284327
291,242,73.82312472
445,107,73.82432089
464,40,73.82432089
274,596,73.82460234
753,596,73.82537633
464,265,73.82572814
464,265,73.82664285
291,446,73.8269243
20,572,73.82819083
712,328,73.82826119
83,732,73.82910554
712,328,73.82938699
83,732,73.83016098
688,388,73.8308646
313,443,73.83192004
712,388,73.83213113
827,395,73.83297548
712,388,73.83318657
260,740,73.83607143
712,395,73.83733796
753,773,73.83733796
464,13,73.83747868
39,242,73.83754905
688,388,73.83909702
712,154,73.8400821
118,850,73.8400821
813,519,73.84163008
712,388,73.84296696
464,572,73.84676654
313,740,73.84690727
424,388,73.84915887
243,260,73.84972177
464,595,73.85014394
813,270,73.85028467
291,394,73.85042539
712,395,73.85056612
827,328,73.85162156
712,388,73.85204373
554,247,73.85246591
688,388,73.85387316
720,443,73.85429533
20,572,73.85513969
554,50,73.85535077
712,388,73.85619512
464,260,73.85626549
8,395,73.85682839
827,260,73.85732092
712,328,73.85865781
827,395,73.8588689
813,703,73.85964289
313,596,73.86041688
48,559,73.86147232
827,395,73.8616834
827,328,73.86294993
712,395,73.86555334
83,636,73.86604588
464,572,73.86632733
764,242,73.86667914
719,265,73.86674951
712,395,73.86696059
274,596,73.86843821
688,388,73.87076017
93,759,73.87216742
190,250,73.87230815
813,412,73.87273032
712,388,73.87308214
313,596,73.87561519
554,290,73.87589664
753,596,73.875967
20,572,73.87667063
291,868,73.87871114
363,867,73.87885187
93,270,73.87983694
827,395,73.88096274
601,839,73.88321434
291,242,73.88342543
464,265,73.88398833
554,443,73.88434015
637,50,73.88469196
712,395,73.88490305
48,40,73.8857474
31,761,73.88750646
637,829,73.88947661
83,33,73.88954697
274,596,73.89018024
688,703,73.89032096
827,395,73.89179858
274,270,73.89355764
291,878,73.893628
424,388,73.89369836
712,395,73.89566852
688,829,73.8958796
84,790,73.89756831
827,395,73.89799048
84,790,73.89953846
86,790,73.89967918
745,878,73.90143825
270,261,73.90164933
712,395,73.90256405
313,596,73.90432311
187,734,73.90587109
688,388,73.90812269
291,878,73.90889668
448,450,73.9096003
464,572,73.90967066
464,572,73.91142973
499,220,73.91213335
753,596,73.91213335
813,270,73.91262589
464,572,73.91318879
712,395,73.91361097
675,295,73.91403314
187,776,73.91501822
464,672,73.91628474
383,701,73.91734018
98,5,73.91755127
434,290,73.91776236
499,641,73.91959178
20,572,73.91987323
464,868,73.92184339
313,776,73.92318027
464,572,73.92346173
190,596,73.92367281
813,703,73.92402463
464,423,73.9250097
83,776,73.92529115
889,290,73.92529115
50,154,73.92571333
499,241,73.92578369
274,874,73.92592441
173,443,73.92599478
619,780,73.92641695
198,13,73.92697985
827,395,73.92761312
383,782,73.9278242
813,295,73.92852783
313,596,73.92979435
313,443,73.93106088
464,541,73.93155342
198,734,73.93183487
827,290,73.93267922
83,701,73.93331248
50,444,73.93338285
187,269,73.93352357
274,596,73.93408647
8,395,73.93598626
313,269,73.93598626
370,546,73.93633807
434,290,73.93711206
274,596,73.93788605
313,596,73.93858967
50,757,73.9398562
313,596,73.940982
39,248,73.94140418
287,357,73.9421078
14,701,73.94351505
313,596,73.94351505
383,701,73.9454852
313,701,73.94639992
187,269,73.94675173
274,596,73.94794789
552,290,73.94879224
313,701,73.94886261
434,290,73.94928478
190,596,73.94935514
313,701,73.94970696
712,395,73.95195856
274,596,73.95575814
313,596,73.9558285
499,179,73.95610995
187,786,73.95653213
753,596,73.95667285
20,853,73.95800974
8,395,73.95822083
424,874,73.95857264
313,596,73.96173895
371,850,73.96195004
287,854,73.96223149
274,596,73.96223149
20,393,73.96237222
383,701,73.96420164
313,596,73.96434237
274,596,73.96490527
712,395,73.96504599
190,596,73.96589034
637,703,73.96603107
313,596,73.96701615
827,395,73.96814195
753,596,73.96828267
712,395,73.96983065
274,874,73.97004174
313,596,73.97095645
827,395,73.97278588
313,596,73.97285624
870,878,73.97419313
753,596,73.97426349
859,452,73.97475603
424,874,73.97482639
313,701,73.97665582
712,395,73.97728908
522,446,73.97735944
313,596,73.97975177
461,484,73.97982213
662,283,73.98038503
827,395,73.98094793
712,283,73.98207373
461,484,73.98214409
821,357,73.98446606
753,596,73.98685839
712,395,73.98868781
274,596,73.9894618
313,596,73.99037651
827,395,73.99086905
712,395,73.9928392
777,265,73.99361319
424,780,73.99424645
827,395,73.99473899
92,854,73.99523153
626,510,73.99544262
845,493,73.99663878
510,91,73.99670914
291,446,73.99727204
753,596,73.9998051
92,91,74.000368
618,93,74.0009309
274,874,74.00114198
313,596,74.00367504
256,734,74.00388612
424,874,74.00536374
671,261,74.01042984
92,357,74.01141492
445,853,74.01148528
371,443,74.01183709
671,261,74.01352579
434,353,74.01401833
8,395,74.01549595
274,874,74.01718465
431,597,74.01774755
20,853,74.01838081
222,445,74.01929552
753,596,74.02035096
479,325,74.02112495
826,56,74.02154712
719,248,74.02288401
445,853,74.02619105
686,388,74.02675395
777,264,74.02710577
764,446,74.02879447
827,395,74.02893519
313,596,74.03069426
8,395,74.03329767
61,874,74.03364948
39,248,74.03364948
447,389,74.03421238
313,740,74.03554927
20,290,74.03561964
20,290,74.0362529
20,290,74.03639362
712,395,74.03977103
712,395,74.0401932
712,395,74.04068574
20,853,74.04145973
753,596,74.04160045
827,395,74.04385205
548,388,74.04399278
827,388,74.04645547
552,290,74.04680728
261,261,74.04722946
83,740,74.04722946
92,91,74.04814417
50,152,74.04870707
452,247,74.04905888
8,395,74.04955142
452,247,74.05081795
8,395,74.0510994
833,445,74.05159194
552,152,74.05173266
261,261,74.05180302
712,395,74.05313991
833,644,74.05553224
313,596,74.05813565
833,642,74.05862819
827,395,74.05905037
351,443,74.06003544
8,395,74.06137233
521,443,74.06770496
281,491,74.06960475
521,741,74.07037874
83,701,74.0715749
92,91,74.07171563
827,290,74.07319324
47,450,74.07389686
552,290,74.0760781
833,261,74.07741499
637,395,74.07973696
833,242,74.08163675
712,395,74.08198856
40,94,74.08290327
383,701,74.08353653
833,850,74.08409943
833,282,74.08522524
8,395,74.08649176
827,395,74.08782865
712,395,74.0903617
268,729,74.0903617
827,395,74.09493527
833,391,74.09542781
8,395,74.09634252
14,701,74.0973276
833,240,74.09922738
827,395,74.10035318
712,395,74.10063464
833,637,74.10077536
833,81,74.10232334
833,81,74.10436385
281,766,74.10506748
8,395,74.1085856
452,391,74.10865597
712,395,74.11076684
833,395,74.11217409
8,395,74.11639585
20,371,74.11738092
827,395,74.1189289
452,179,74.11928071
712,395,74.1200547
833,395,74.12033615
827,395,74.12146195
833,730,74.12181376
434,86,74.12385428
833,183,74.12490972
833,388,74.12744277
33,282,74.12758349
827,388,74.12997582
833,152,74.13011655
8,395,74.13053872
274,373,74.13236815
31,389,74.1332125
712,389,74.13518265
434,290,74.13553446
291,446,74.13834896
452,642,74.14151528
274,183,74.14615921
786,775,74.14883298
747,220,74.15045132
274,775,74.15101422
626,391,74.15657287
20,290,74.15685432
55,389,74.15847265
494,61,74.1587541
827,852,74.16529782
708,242,74.16691616
20,218,74.16951958
626,641,74.17141936
889,218,74.17212299
827,290,74.17240444
552,290,74.1724748
93,270,74.17507822
20,218,74.17571148
93,123,74.17965178
190,389,74.18063686
93,510,74.18155157
83,739,74.18155157
83,739,74.18408462
274,261,74.18514006
93,395,74.1867584
434,290,74.18689913
274,270,74.18978399
31,389,74.19048762
274,123,74.19280958
20,290,74.19372429
188,671,74.19379466
83,261,74.19562408
464,265,74.19674988
434,227,74.19738315
261,156,74.19843858
620,4,74.20280106
261,231,74.20336396
827,290,74.20470085
261,46,74.20793753
90,240,74.20969659
83,355,74.21314436
173,290,74.21321472
827,290,74.21595886
188,219,74.22545781
552,290,74.22735759
274,261,74.22813158
93,290,74.22876485
173,227,74.23045355
20,290,74.23087572
20,290,74.23474566
55,389,74.23495675
274,497,74.23629364
430,491,74.2414301
464,595,74.2414301
93,123,74.24157083
833,641,74.24178192
8,290,74.24227446
93,270,74.24304844
233,452,74.24325953
93,197,74.24480751
93,120,74.24621476
833,642,74.24628512
827,389,74.24635548
93,107,74.24790346
8,197,74.25078832
827,290,74.25099941
359,443,74.25156231
827,290,74.25212521
464,791,74.25226594
833,261,74.25240666
274,120,74.25268811
220,261,74.25318065
288,517,74.25395464
93,290,74.25472863
833,242,74.25486935
833,261,74.25592479
552,290,74.25726168
93,290,74.25754313
833,261,74.25761349
833,391,74.25866893
270,46,74.25902074
351,443,74.25902074
93,120,74.26183525
764,242,74.26197597
512,389,74.26331286
351,389,74.26345358
577,242,74.26359431
173,671,74.26556446
274,261,74.26577555
93,290,74.26746425
8,290,74.26802715
220,261,74.27006766
93,290,74.27119347
93,761,74.27400797
863,703,74.27759646
93,782,74.27766682
512,126,74.27851117
31,761,74.27935552
833,261,74.28111459
8,290,74.2820293
93,290,74.28406981
827,389,74.2876583
777,595,74.28843229
190,389,74.29202078
93,839,74.29469456
444,361,74.29645362
686,389,74.29772015
93,197,74.29849414
391,290,74.30102719
274,155,74.30116791
552,863,74.30313806
93,761,74.30482677
93,863,74.30686728
444,874,74.30757091
391,290,74.30862634
93,295,74.30940033
276,778,74.30989287
188,671,74.31080758
274,874,74.31263701
444,186,74.31376281
93,290,74.3184771
601,127,74.32206559
93,152,74.32262849
391,120,74.32269885
276,497,74.32488009
424,874,74.32565408
391,290,74.32762423
93,120,74.32867967
31,389,74.3288204
291,878,74.32987583
276,497,74.33072019
686,778,74.33142381
93,290,74.33261997
444,738,74.33459013
93,412,74.33578629
552,152,74.33585665
93,152,74.33796753
391,120,74.33930442
274,412,74.33944514
774,786,74.33979695
774,786,74.34057094
623,157,74.34078203
93,371,74.34155602
31,761,74.34176711
274,497,74.34282254
445,389,74.34331508
274,435,74.3515475
715,484,74.35260294
577,155,74.35471382
276,778,74.35780977
857,372,74.36006137
587,736,74.36463494
274,120,74.36597182
629,572,74.36836415
857,372,74.36948995
93,120,74.36984177
276,572,74.37589294
521,443,74.37624476
276,152,74.37927035
552,572,74.38025542
276,495,74.3891211
857,242,74.39102089
276,572,74.39116162
274,120,74.39165416
31,389,74.3949612
552,863,74.39538337
276,868,74.396087
93,120,74.39657954
857,50,74.39862005
93,120,74.40087165
686,389,74.40312325
577,242,74.40312325
274,120,74.40481195
31,495,74.40706356
93,863,74.40727464
93,120,74.40903371
34,287,74.4092448
435,869,74.41079277
276,236,74.41255184
686,778,74.41269256
552,863,74.41388872
435,852,74.41972882
93,863,74.42373948
281,236,74.4342235
435,388,74.43872671
435,290,74.44822565
20,572,74.44977363
276,778,74.4507587
93,290,74.45322139
93,120,74.46039837
190,389,74.46525339
274,120,74.4672939
31,389,74.46863079
445,389,74.47243037
93,120,74.47306363
445,290,74.47644103
576,254,74.48207004
274,120,74.48523635
445,389,74.48558817
93,290,74.48601034
93,120,74.49255406
194,705,74.49944959
31,389,74.50536004
20,388,74.51732168
633,283,74.53357543
374,878,74.53420869
576,388,74.53934516
250,94,74.56136864
93,120,74.56896779
93,120,74.57009359
250,187,74.57093794
93,266,74.57304882
250,544,74.57790384
392,86,74.58831749
194,389,74.58895076
392,869,74.59436867
250,495,74.59486121
512,389,74.59753499
31,495,74.62321732
392,766,74.62392095
392,766,74.62539856
30,547,74.62539856
812,97,74.63229409
812,97,74.6337717
93,761,74.63405315
30,97,74.63602331
540,328,74.64594443
392,556,74.65101053
93,594,74.66128346
20,86,74.66374615
93,543,74.66839008
93,4,74.67078241
392,389,74.67261183
93,60,74.6732451
392,86,74.67577815
20,86,74.68147752
93,703,74.68161824
392,703,74.68218114
93,435,74.6828144
392,703,74.68499564
20,86,74.68534746
392,179,74.70040504
392,295,74.70863746
281,766,74.71067797
392,86,74.7273539
392,766,74.73460124
281,295,74.73474197
70,444,74.73558632
521,236,74.74480381
281,4,74.74902557
70,154,74.75071427
20,86,74.75507675
593,386,74.80151603
281,236,74.81762906
635,829,74.90607479
592,178,74.90931146
592,328,75.02294699
592,133,75.06987881
592,103,75.08359951
592,736,75.11491085
